file,tempo_global_bpm,voice_instrumental,danceability_signal,danceability_classifier,arousal,valence,key,scale,parent_genre,predicted_genre
/home/cepatinog/amplab/data/raw/audio_chunks/audio.003/3K/3KyMDgZ2FewZ6XyHuZWs0K.mp3,186.0,voice,1.0441495180130005,0.9986696243286133,5.800262928009033,4.255828857421875,F,major,Hip Hop,Hip Hop---Hardcore Hip-Hop
/home/cepatinog/amplab/data/raw/audio_chunks/audio.000/78/78TuGqFPPpC2rwCAewWeRW.mp3,106.0,instrumental,1.1787617206573486,0.918759822845459,5.202495574951172,5.148846626281738,G,major,Electronic,Electronic---Downtempo
/home/cepatinog/amplab/data/raw/audio_chunks/audio.000/48/48fPdAwGVoSkGK8GSez9yx.mp3,120.0,voice,1.2326278686523438,0.8306550979614258,6.014383316040039,4.7871527671813965,F,minor,Electronic,Electronic---Synth-pop
/home/cepatinog/amplab/data/raw/audio_chunks/audio.000/1s/1srYUb9mTfIy6sXz7CSDVw.mp3,75.0,voice,1.1683260202407837,0.9995463490486145,4.357347011566162,3.1755707263946533,C,minor,Hip Hop,Hip Hop---Cloud Rap
/home/cepatinog/amplab/data/raw/audio_chunks/audio.006/3D/3DaCTypK2EOxuDZStB2fNN.mp3,78.0,voice,1.1625767946243286,0.9851526021957397,4.087998390197754,4.250083923339844,A,major,Electronic,Electronic---Tropical House
/home/cepatinog/amplab/data/raw/audio_chunks/audio.003/0V/0v1Yg2zOk3t0YoW8NWsgWt.mp3,140.0,voice,1.757683515548706,0.9990994930267334,7.1275835037231445,5.967247486114502,D,major,Latin,Latin---Reggaeton
/home/cepatinog/amplab/data/raw/audio_chunks/audio.003/3J/3JpWsHRsEXBTNumroUGlXb.mp3,126.0,instrumental,1.0355794429779053,0.9987988471984863,5.832659721374512,5.719254016876221,Ab,major,Electronic,Electronic---Progressive House
/home/cepatinog/amplab/data/raw/audio_chunks/audio.004/69/69OWKefWyTjEtCHsalCty5.mp3,30.0,instrumental,1.9471044540405273,0.6892775893211365,1.9599426984786987,3.209637403488159,Ab,minor,Electronic,Electronic---Ambient
/home/cepatinog/amplab/data/raw/audio_chunks/audio.004/6O/6OIVr3izJBrfGNLjHVXkvU.mp3,72.0,voice,1.2536511421203613,0.9891218543052673,4.969747066497803,4.308115482330322,E,major,Hip Hop,Hip Hop---Cloud Rap
/home/cepatinog/amplab/data/raw/audio_chunks/audio.006/2P/2PH6BIjUBhggIfkiG0VhJn.mp3,138.0,voice,1.047111988067627,0.5124416947364807,5.70757532119751,5.674906253814697,Bb,major,Funk / Soul,Funk / Soul---Gospel
/home/cepatinog/amplab/data/raw/audio_chunks/audio.006/0h/0hgLHFyN9u3WqkK2ofpuUX.mp3,114.0,voice,1.1624009609222412,0.3302740156650543,5.837610244750977,5.156519412994385,F,major,Rock,Rock---Alternative Rock
/home/cepatinog/amplab/data/raw/audio_chunks/audio.006/5H/5HdQKy23dOaaeHnYU4MyNQ.mp3,179.0,instrumental,1.789872646331787,0.055137746036052704,6.078668117523193,6.222829341888428,C,minor,Blues,Blues---Rhythm & Blues
/home/cepatinog/amplab/data/raw/audio_chunks/audio.001/4D/4DPRxuevAJUdeGco6vG021.mp3,102.0,instrumental,1.4266268014907837,0.38361936807632446,5.219568729400635,3.3757412433624268,D,minor,Rock,Rock---Metalcore
/home/cepatinog/amplab/data/raw/audio_chunks/audio.006/6S/6S0VmOUbGj2EhI7ucmZ0dm.mp3,131.0,voice,1.2414430379867554,0.002921430626884103,3.6719961166381836,4.726077556610107,A,major,Rock,Rock---Folk Rock
/home/cepatinog/amplab/data/raw/audio_chunks/audio.006/4N/4NGNiR0zwa26sxjeKbv59z.mp3,90.0,instrumental,1.3789708614349365,0.9818556904792786,5.279770851135254,4.4733452796936035,F,major,Electronic,Electronic---Synthwave
/home/cepatinog/amplab/data/raw/audio_chunks/audio.006/4e/4eGHlplaq1ME8oetnTuFFf.mp3,113.0,voice,1.694922685623169,0.6958894729614258,6.154538631439209,5.360494613647461,C,major,Funk / Soul,Funk / Soul---Soul
/home/cepatinog/amplab/data/raw/audio_chunks/audio.003/1A/1A1hXivNLAWyNf6pVysqzm.mp3,102.0,instrumental,1.59473717212677,0.002146691083908081,5.0429768562316895,5.809692859649658,F,major,Classical,Classical---Baroque
/home/cepatinog/amplab/data/raw/audio_chunks/audio.006/4a/4ade7qKMKmssPlixWATvRR.mp3,128.0,voice,1.5996057987213135,0.9293661713600159,7.209472179412842,5.2596917152404785,Eb,major,Rock,Rock---Alternative Rock
/home/cepatinog/amplab/data/raw/audio_chunks/audio.005/4Z/4Z8BUPDK5p8GPYNfZVCnp6.mp3,88.0,instrumental,1.7715824842453003,0.9854606986045837,4.4067702293396,4.990696907043457,C,major,Electronic,Electronic---Trip Hop
/home/cepatinog/amplab/data/raw/audio_chunks/audio.000/2n/2nGm05rLr4AEaLODAUmKVc.mp3,120.0,voice,1.7775135040283203,0.9966842532157898,6.915330410003662,5.638741970062256,Eb,major,Electronic,Electronic---House
/home/cepatinog/amplab/data/raw/audio_chunks/audio.001/0o/0oqgmnOc28UqGKGlVTAkzm.mp3,155.0,voice,1.2912414073944092,0.9256319403648376,7.7214674949646,5.28243350982666,A,major,Rock,Rock---Punk
/home/cepatinog/amplab/data/raw/audio_chunks/audio.001/2K/2KAzG49Cr9OLbQiMNmhONn.mp3,140.0,voice,1.2205346822738647,0.984427273273468,5.3226542472839355,4.6028971672058105,G,major,Hip Hop,Hip Hop---Gangsta
/home/cepatinog/amplab/data/raw/audio_chunks/audio.003/2e/2EPi4anyxVjKTcJwPtntjM.mp3,100.0,voice,1.1487517356872559,0.6340939998626709,5.884260654449463,4.9971232414245605,F,major,Rock,Rock---Punk
/home/cepatinog/amplab/data/raw/audio_chunks/audio.002/1I/1I6H9DDpmtwI5RF8qYgW17.mp3,96.0,voice,1.2217766046524048,0.8337905406951904,6.343038082122803,5.877494812011719,C,major,Rock,Rock---Nu Metal
/home/cepatinog/amplab/data/raw/audio_chunks/audio.005/1x/1xjDvv3wvcB49iVggnn7iK.mp3,105.0,voice,1.3087725639343262,0.9993526339530945,5.2174882888793945,4.996511936187744,E,major,Pop,Pop---K-pop
/home/cepatinog/amplab/data/raw/audio_chunks/audio.006/2l/2LyKrpmdKJBclGawjNVor8.mp3,112.0,instrumental,0.8428927659988403,0.03048490360379219,4.307153224945068,4.102879047393799,C,minor,Classical,Classical---Classical
/home/cepatinog/amplab/data/raw/audio_chunks/audio.005/24/24CgRlkF8APt5FbFMghVqJ.mp3,82.0,voice,1.329123854637146,0.9992639422416687,5.96789026260376,3.9029266834259033,G,minor,Hip Hop,Hip Hop---Conscious
/home/cepatinog/amplab/data/raw/audio_chunks/audio.004/1p/1pK9jiPTCNM8UGBffG1x7a.mp3,135.0,voice,1.851242184638977,0.9898348450660706,6.927380084991455,6.291758060455322,A,major,Electronic,Electronic---Electro
/home/cepatinog/amplab/data/raw/audio_chunks/audio.001/1t/1tBVMHom1wGGif0SnLbzRy.mp3,122.0,instrumental,1.388020634651184,0.6994243860244751,5.76449728012085,5.164737224578857,F,major,Jazz,Jazz---Jazz-Rock
/home/cepatinog/amplab/data/raw/audio_chunks/audio.001/4H/4Hzss8q0jDWa2PjXDGqYZL.mp3,100.0,voice,1.21025550365448,0.8818047046661377,4.328610897064209,4.185063362121582,C#,minor,Electronic,Electronic---Ambient
/home/cepatinog/amplab/data/raw/audio_chunks/audio.002/1B/1B7Gz0VHnKrjzPnNuZvUGm.mp3,139.0,voice,1.3297549486160278,0.7993544936180115,7.376452445983887,5.079153537750244,F,major,Rock,Rock---Blues Rock
/home/cepatinog/amplab/data/raw/audio_chunks/audio.006/3z/3Z97K6kYqtV8iKS8IgRBDh.mp3,98.0,voice,1.1627247333526611,0.8613613843917847,6.633946895599365,5.763687610626221,E,major,Rock,Rock---Pop Rock
/home/cepatinog/amplab/data/raw/audio_chunks/audio.003/6w/6weHLuzNm4SRH2Fpf1uLGu.mp3,95.0,voice,1.177374243736267,0.06871731579303741,4.904873847961426,4.7919230461120605,F,major,Funk / Soul,Funk / Soul---Soul
/home/cepatinog/amplab/data/raw/audio_chunks/audio.004/07/07p0kLnvfQQ2bLujHyzSGK.mp3,130.0,voice,1.5686421394348145,0.9832819104194641,7.089432239532471,6.064829349517822,G,major,Latin,Latin---Merengue
